SYMBOL	SYMBOL	Norm_F_GSM96454	Norm_F_GSM96455	Norm_F_GSM96456	Norm_F_GSM96457	Norm_F_GSM96458	Norm_F_GSM96459	Norm_F_GSM96461	Norm_M_GSM96470	Norm_M_GSM96471	Norm_M_GSM96472	Norm_M_GSM96473	Norm_M_GSM96474	Norm_M_GSM96475	Norm_M_GSM96476	Tumour_F_GSM96462	Tumour_F_GSM96463	Tumour_F_GSM96464	Tumour_F_GSM96466	Tumour_F_GSM96467	Tumour_F_GSM96468	Tumour_F_GSM96469	Tumour_M_GSM96477	Tumour_M_GSM96478	Tumour_M_GSM96479	Tumour_M_GSM96480	Tumour_M_GSM96481	Tumour_M_GSM96482	Tumour_M_GSM96483	p-value
STUB1	STUB1	1.061322236	0.154849557	0.703186215	0.684350898	0.299454202	0.652622615	0.469151084	0.097407395	0.269033273	0.371662381	0.062887499	0.441243445	0.173272501	0.189728813	0.221756992	0.566745405	0.652213754	0.479856824	0.4446888	0.400091501	0.712784866	0.218304488	0.161591832	0.362742016	0.405196454	1.00E-06	0.610317843	0.143251392	0.852740705
STX10	STX10	1.009225344	1.00E-06	0.420227886	0.712444502	0.260960732	0.407195129	0.291480634	1.00E-06	1.00E-06	0.836395965	1.00E-06	0.344599984	1.00E-06	1.00E-06	0.283965269	0.648788066	0.208982481	0.919607625	0.367470184	0.530712671	0.427122947	0.087687053	1.00E-06	0.095684127	0.621873427	1.00E-06	0.732584797	1.00E-06	0.711093178
STX18	STX18	1.00E-06	1.00E-06	0.005031218	0.02144669	0.200364942	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.002251547	1.00E-06	1.00E-06	0.202214737	0.012398439	1.00E-06	1.00E-06	1.00E-06	0.069555757	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.83769278
STX1A	STX1A	0.596250324	1.301507388	0.887471933	0.431466245	0.952384124	0.994245334	0.656657489	0.736101347	2.239104778	1.747690509	1.207208702	2.106725494	1.721742672	0.901976975	0.738788623	0.736138055	0.457288383	0.784122636	0.628863437	0.626387516	0.938938864	1.497395473	1.421979663	1.302565917	1.287726409	1.295175756	0.95906564	1.247587565	0.315135913
STX3A	STX3A	1.711857399	0.958104289	2.68095497	2.284216272	2.791608389	2.113071196	2.612411982	1.477027662	0.66788282	1.29382121	1.092392712	1.610176403	1.322971969	1.190239161	2.804994541	1.818696423	1.849263351	2.268191429	2.542382057	2.491932828	2.600025965	1.629811015	1.134055106	1.468528605	1.1889177	1.683947896	0.872869053	1.127583444	0.635046814
STX4A	STX4A	1.182231506	1.249209112	1.304628168	1.3309696	1.427882116	0.967499365	1.149059631	1.278993101	1.299070499	1.081513308	0.844822663	1.633884327	1.767512974	1.518735389	0.989801519	1.20682724	1.750876387	1.366507406	1.311931169	1.136676977	1.20619507	1.090830866	1.270667738	1.127962947	0.996169945	1.651932801	0.950821562	1.229906926	0.561376626
STX5A	STX5A	0.211843945	1.492273076	0.608064182	0.524109176	0.717887684	0.369924258	0.441059927	2.088227221	2.169607932	2.338256226	19.11292983	1.20513439	2.211300732	1.76624279	0.522137733	0.258368042	0.387958321	0.417214912	0.407436728	0.428238996	0.293354401	1.946650326	1.830985521	2.550349555	1.750454288	2.846731949	3.953672751	1.403110341	0.396792287
STX6	STX6	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
STX7	STX7	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.348593839	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
STX8	STX8	0.493558351	1.00E-06	1.00E-06	0.002036188	1.00E-06	0.077627651	0.028679942	0.246118992	1.00E-06	0.272717591	0.325927481	1.00E-06	0.311436343	0.699983873	0.019189122	0.260054925	0.309939096	0.020153481	1.00E-06	0.077764023	1.00E-06	0.077344861	0.306379553	0.272717591	1.00E-06	1.00E-06	0.228789343	0.292494303	0.548970996
STXBP1	STXBP1	0.214557748	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
STXBP2	STXBP2	0.333787909	0.345072146	0.057923232	0.164207691	0.137958179	0.160947603	0.106867714	0.856036063	0.621472237	0.212197769	0.274449762	0.225635323	0.275223156	0.467116204	0.13971749	0.188816789	0.068017201	0.204589985	0.403143944	0.010489309	0.882118854	0.284733993	0.238916302	0.81147703	0.50412072	1.00E-06	0.758586222	0.271398263	0.703329767
STXBP6	STXBP6	2.575182308	3.466954644	2.817866361	2.265898367	2.405181279	2.561488524	2.387154714	3.163120797	3.017107647	4.02650519	3.516787942	4.612641398	3.602564257	5.905948732	4.08876605	3.011594951	2.998395366	2.161095931	2.935416436	2.24489454	2.60686005	3.788909211	4.054633716	3.297481258	3.737264068	4.758846594	2.488389787	2.746890088	0.770737548
SUCLG1	SUCLG1	0.628518852	0.496134094	2.546205337	2.175183766	1.061797222	1.761026797	1.525566093	0.710550697	0.473624304	1.00E-06	0.782478624	1.00E-06	0.879907977	1.590147886	2.409571974	1.29163437	1.346095715	1.541669276	1.420371088	2.585002129	1.102125539	0.490707942	0.616393089	0.317787633	1.00E-06	0.278474347	0.378796864	0.717322359	0.974097744
SUFU	SUFU	0.724724823	0.23382649	1.826969081	0.541159012	0.417852836	0.47818021	0.784006283	0.533078131	0.475816203	0.785961142	1.048217352	1.073557195	1.018863713	0.978791223	0.347569401	0.378522172	0.375797063	0.574083112	0.417852836	0.429485277	0.818418812	0.420741404	0.294244588	0.72709347	0.354038159	0.868953839	0.426533368	0.668340275	0.032890415
SUGT1	SUGT1	0.70475185	0.785961142	1.20682724	0.903012057	0.858296447	0.847073552	1.123593053	1.546041111	0.619674555	0.326334422	1.284503697	0.207210961	0.600763274	0.510668286	1.030849152	0.390851141	0.815734995	1.1027119	0.528449966	1.483613229	0.770586719	1.130208535	1.039757007	1.442256353	1.154918777	1.20682724	1.062992271	1.492904783	0.105877486
SUGT1P	SUGT1P	0.061018203	0.358432788	0.114929994	0.028165417	0.72435154	0.392007455	0.371428495	0.129475827	1.00E-06	1.00E-06	0.404240972	0.196812367	1.00E-06	0.297461956	0.548757468	0.145218491	0.100744281	0.292797721	0.10908433	0.214792488	0.050900147	0.192530307	0.264299956	0.147845312	0.562761281	0.270688993	1.00E-06	0.120788847	0.955498437
SUI1	SUI1	6.410653738	3.447832721	4.31178249	5.990315159	4.780471725	4.188461438	4.727601798	3.956234972	3.855557182	7.07226327	3.855659426	6.077529949	4.17972194	4.493132199	4.020525407	5.633290786	4.393839187	4.752323064	3.669391941	3.838761808	4.22200074	4.070598687	3.267205936	4.556103571	4.182728134	3.866061114	4.59100756	4.001192259	0.092933611
SULT1A1	SULT1A1	0.170504487	1.00E-06	1.00E-06	1.00E-06	0.003291344	1.00E-06	0.03325395	0.07004696	0.336042624	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.180534025	0.019558215	1.00E-06	1.00E-06	1.00E-06	0.099371847	0.015158388	0.477280037	1.00E-06	1.00E-06	0.306928642	0.115966429	1.00E-06	0.623858525	0.257493295	0.203723016
SULT1A3	SULT1A3	0.242995246	0.225136529	0.171365411	0.171779123	0.415959636	0.233180964	0.322019256	0.054674502	0.572082632	0.209191683	0.232282215	1.00E-06	0.278474347	1.00E-06	0.120788847	0.793270158	0.029431886	0.121585795	0.064875433	0.126881572	0.069056161	0.353025473	0.171558627	1.00E-06	0.192723667	2.169274915	0.155867596	0.435881187	0.456261297
SULT1B1	SULT1B1	0.246607874	1.00E-06	1.00E-06	1.00E-06	0.02030337	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.297408223
SULT1C1	SULT1C1	1.00E-06	1.00E-06	1.00E-06	0.003402514	0.30739872	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.84277923	1.00E-06	0.272003097	0.140611946	1.00E-06	0.03787886	0.041345266	1.00E-06	1.00E-06	0.065774041	0.045689671	0.013381884	1.00E-06	0.045482286	0.351997251	1.00E-06	1.00E-06	1.00E-06	0.167709117	0.414873648
SUPT4H1	SUPT4H1	0.788686376	1.00E-06	0.486439687	0.548757468	0.631995844	0.715614788	0.843553224	1.118558972	0.359584068	0.486439687	0.732584797	0.30533719	0.39152148	0.696008522	0.331247892	0.273860793	0.562436342	0.471501629	0.677006316	0.713592645	0.865675681	0.551284291	0.549076276	0.555038609	0.545488165	0.588528984	0.487046046	0.585566715	0.767941306
SURB7	SURB7	1.292741022	0.188628772	0.610893345	1.535682532	1.344644158	0.325436097	1.753206915	1.414020482	0.221718968	0.368792899	0.438526752	1.081513308	0.985999701	1.175609017	1.962935867	1.606555992	1.028255232	1.865433859	1.667212687	1.653647116	1.238241671	1.042205214	0.44683445	2.159376836	0.602418015	0.545488165	0.482586206	1.171108031	0.122481255
SURF2	SURF2	0.251128973	0.702149451	0.196164474	0.135740746	0.413056897	0.160408175	0.289653833	0.186236173	0.582642736	0.404539234	0.305926342	0.275716244	0.8241524	0.772102881	0.388108211	0.300357984	0.156789831	0.113713877	0.1431114	0.330001012	0.121585795	0.440760992	0.278949007	0.557538864	0.218244494	1.00E-06	1.00E-06	0.667087209	0.13325854
SURF6	SURF6	0.354722035	1.00E-06	0.500041923	0.289536418	0.351075225	0.190833108	0.164769105	0.162591363	1.00E-06	1.00E-06	2.114595195	0.135146036	0.128532494	0.235631271	0.423906509	0.297004436	0.330937215	0.299436602	0.266988024	0.441059927	0.278619064	0.020638777	0.153381424	0.233877861	0.09545891	0.062613212	0.383754867	0.440206836	0.669258864
SUV39H1	SUV39H1	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.000810255	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
SUV39H2	SUV39H2	4.919282288	4.030807115	4.993627113	3.994107744	4.667283124	3.660296607	5.176617553	2.616745829	5.118082657	4.152266272	3.318631265	4.472904835	3.576355708	2.108857479	4.870312885	2.130930245	3.557102381	4.528691149	3.766289227	4.312915495	3.625019393	4.059982608	2.880761659	2.926080508	4.636175733	3.268046237	2.95357964	3.289670249	0.201122542
SWAP2	SWAP2	1.00E-06	1.258818056	0.076583745	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.806526801	0.153077386	1.00E-06	1.00E-06	0.57275141	1.00E-06	0.908546152	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.047352497	1.00E-06	1.00E-06	0.649840882	0.170061921	0.393028264	0.624456493	0.096974942	0.405032035	0.460114593
SWAP70	SWAP70	1.9603415	3.422453772	2.382673272	2.158213643	3.95303711	4.276732261	2.704040773	2.200789416	1.843118183	1.822552678	2.915025701	1.952993034	2.69883557	3.294974711	3.720790126	3.678582681	2.566326615	2.555796724	3.249883266	2.957502238	3.195437806	2.623293043	2.995249491	2.25888793	2.144862058	3.041446511	2.402268813	2.895812148	0.446884602
SYAP1	SYAP1	0.723540241	0.833671394	0.558763136	0.589188584	0.24398388	0.54457526	0.580315134	0.557835973	0.524476418	1.677210335	0.138150948	0.202605576	0.640798857	3.889318211	0.287644477	0.124867714	0.29446853	0.443225135	0.195213505	0.54361	0.486153151	0.876613723	0.607238601	0.62957059	1.145789959	0.680716775	1.00E-06	0.773937812	0.236361303
SYK	SYK	2.319010959	2.812774795	4.267674296	2.756137051	3.04527464	2.999859795	2.193546661	1.681524983	1.60482754	2.059684329	2.038791863	2.070758799	2.217170673	1.628827598	2.102445477	2.509192627	2.160736931	2.280555342	3.008866061	2.814941882	2.380752742	2.227090835	1.856981244	1.74224477	2.23048434	2.387639898	1.696596628	1.980147778	0.454508078
SYN47	SYN47	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.172619958	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
SYNGR1	SYNGR1	0.295478761	1.00E-06	0.773505859	0.614038097	0.146537092	0.02118179	0.403143944	1.00E-06	1.00E-06	1.00E-06	0.431483199	1.00E-06	1.00E-06	1.00E-06	0.336502668	0.171188976	0.377278597	0.423114423	0.315026657	0.406702759	0.657812464	1.00E-06	1.00E-06	1.00E-06	0.260054925	1.00E-06	1.00E-06	1.00E-06	0.839551771
SYNGR2	SYNGR2	3.019999295	1.20682724	2.985542027	3.120498404	2.520856293	2.437452777	2.985542027	1.142116244	1.004172366	2.232997229	1.978956417	1.841557181	1.655968151	1.287668267	3.108982609	2.7755743	3.106348263	3.246207772	2.241478897	2.639570159	2.773735419	1.552115262	1.509662745	1.38872957	1.363128604	2.493626509	0.562436342	1.181498627	0.904305481
SYNGR3	SYNGR3	0.059702531	0.405990456	0.160902555	0.356417964	0.193450285	0.143923218	0.21648676	0.178660291	0.332402384	0.202404653	0.116691856	0.180595384	0.30772231	0.214521292	0.156671855	0.159009505	0.160051674	0.334038737	0.067787559	0.141746429	0.291824982	0.312394392	0.150501949	0.247594613	0.174884899	0.37748897	1.00E-06	0.204679568	0.59062715
SYNJ2BP	SYNJ2BP	1.00E-06	0.141960028	1.00E-06	1.00E-06	1.00E-06	0.249144361	1.00E-06	1.00E-06	1.00E-06	0.337425494	1.00E-06	0.415497311	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.011818196	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.615083941	1.00E-06	0.534268447
SYPL	SYPL	0.112343531	0.32613415	0.497053614	0.387625512	0.889969908	0.804378119	1.032507026	0.114698489	1.00E-06	0.543288729	0.871146532	0.440154563	1.00E-06	0.069925433	0.523467122	0.353281348	0.339875512	0.527346217	0.514058358	0.541433614	0.302655032	0.539549267	0.126095236	0.636362116	0.537772071	0.132016877	0.444460226	0.141003288	0.774358042
SYT11	SYT11	0.355650191	1.00E-06	1.00E-06	0.034840062	0.154849557	0.015337021	0.182368682	1.00E-06	0.124892878	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.141619482	0.583794986	0.251550887	0.061884907	1.00E-06	0.012240743	0.069254788	1.00E-06	0.060321196	1.00E-06	1.00E-06	1.00E-06	0.251123939	1.00E-06	0.450410532
SYTL2	SYTL2	0.503364105	1.00E-06	0.758970086	1.278379206	0.731436943	0.966967048	0.577825946	0.287644477	0.39985065	0.288985901	0.590727114	1.00E-06	0.310171341	0.508867475	0.363948829	0.306585995	1.023492732	0.584574414	0.791503877	0.889544774	0.422868161	0.627235737	0.371652295	0.939843084	1.113653255	0.616393089	0.692625521	0.609803937	0.197313024
SYTL4	SYTL4	12.49250483	4.312915495	15.01488288	17.55469557	18.19005853	14.2839183	13.88919562	7.405626153	4.2002578	4.07172062	7.710550196	4.57956262	5.855603432	3.744929404	9.033883204	11.58561978	9.381074568	13.00409997	17.63918821	10.82719168	11.85845599	6.627368888	5.942555863	5.988091367	5.802300949	6.433266525	3.81391561	5.862989785	0.704902199
T1A-2	T1A-2	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.055005099	1.00E-06	0.099930719	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.183558653
T2BP	T2BP	0.08026286	1.00E-06	0.047875213	1.00E-06	0.015441801	1.00E-06	0.030598225	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.336502668	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.01128282	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.105399203	1.00E-06	1.00E-06	1.00E-06	0.742498033	0.121394803	1.00E-06	0.570189167
T54	T54	0.565104767	1.700076088	0.828748836	0.818982561	1.025155182	1.448245405	0.828487144	1.882569278	1.353056593	0.865622184	0.96072263	0.743802834	0.956812043	0.914066087	1.18307203	1.164405121	1.37030857	1.156867167	1.311398651	0.974459564	1.175031794	0.783884605	0.996577222	0.703665884	1.029814699	0.704893085	5.395603459	1.049228421	0.389730017
TA-NFKBH	TA-NFKBH	2.369275525	18.56304429	5.738588696	5.466245856	15.73099574	16.42705612	7.31919532	11.85845599	11.88221057	3.47947978	9.699497114	4.937707087	8.837925357	10.42940399	11.47712492	18.89686322	10.31207752	5.0611163	17.35177719	10.21973095	12.90642454	11.1159371	14.75125524	10.14745997	10.33846047	13.98844037	7.920277381	14.45825218	0.1308711
TACC2	TACC2	0.961340717	0.605748478	0.263388459	0.262974457	0.039772981	0.315262759	0.051122759	0.616393089	0.434292984	0.514742437	1.00E-06	0.84621286	0.324671363	1.00E-06	0.225136529	0.453732448	0.432405698	0.046316742	0.306379553	1.00E-06	0.107698121	0.066680004	0.18799763	1.00E-06	0.063076853	1.00E-06	0.473624304	0.198541371	0.056122509
TACSTD1	TACSTD1	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	2.538337413	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
TACSTD2	TACSTD2	0.279585827	1.00E-06	0.053789391	0.063690162	0.005791422	0.033734236	0.029674957	1.00E-06	1.00E-06	1.00E-06	0.235777746	1.00E-06	1.00E-06	1.00E-06	0.231237135	1.00E-06	1.00E-06	1.00E-06	0.220830947	0.022082735	0.001439673	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.624620277
TADA2L	TADA2L	0.292287707	1.00E-06	0.033713685	0.042419951	0.022192027	0.017565896	1.00E-06	1.00E-06	0.329759735	1.00E-06	1.00E-06	0.372899049	0.062613212	0.057821849	0.035705504	0.01300344	0.005518753	0.040182521	0.035298876	1.00E-06	0.062524115	1.00E-06	1.00E-06	0.112233828	1.00E-06	1.00E-06	0.2995566	1.00E-06	0.297616632
TADA3L	TADA3L	2.513051752	2.574761261	3.118250281	2.882096976	3.025015699	2.811257556	2.577607227	3.075309217	2.023882639	3.781702533	2.576094489	4.903414276	3.137315462	3.212173252	3.046584284	3.251554742	3.513312622	3.098759405	3.996222478	3.528989105	2.996045458	2.286806813	2.044399767	2.091416528	2.015680817	3.326311592	2.139284567	2.12411091	0.452150337
TAF10	TAF10	1.00E-06	0.15812237	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.049107028	1.00E-06	1.00E-06	0.196164474	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.356310329	0.050900147	0.143268447	1.00E-06	0.315026657	0.383967561
TAF11	TAF11	3.297481258	0.894614125	1.962935867	1.767512974	1.694669504	1.28036004	2.509355791	1.013652775	1.127412885	2.099607881	1.421196697	2.29886243	1.292741022	1.533739703	1.524516925	2.642941961	1.883855869	2.746890088	1.552115262	2.247651668	1.65114329	1.672224698	1.455335868	2.001543088	1.744688218	0.567698614	0.794490469	2.417753861	0.836560494
TAF12	TAF12	0.068654919	0.330001012	0.235959832	0.079575264	0.129475827	0.049504583	0.02532381	0.210063439	1.00E-06	0.17421828	0.548757468	0.462896313	0.120307568	0.284733993	0.079575264	1.00E-06	0.031541439	0.02655444	0.020018821	0.069184856	1.00E-06	0.485775815	0.441852269	0.680716775	0.064999702	0.555038609	1.00E-06	0.078171618	0.866998874
TAF1A	TAF1A	0.324142643	14.18174094	0.020491944	0.021004322	0.006266638	0.312127066	0.038354002	6.445612445	12.94000581	8.693206287	6.240823541	7.977825825	6.773694016	13.56828566	0.123768814	0.779574796	0.541433614	0.13262704	0.021057258	0.06742637	0.282964097	6.098875506	7.891450934	5.995426332	4.832423317	8.676184018	6.240823541	5.738588696	0.223065793
TAF1B	TAF1B	1.00E-06	1.00E-06	1.00E-06	0.037137448	1.00E-06	1.00E-06	1.00E-06	0.146537092	0.500136216	0.236174055	1.00E-06	1.00E-06	0.104153638	0.128636187	1.00E-06	0.002153695	1.00E-06	1.00E-06	0.035635849	1.00E-06	0.051498441	1.00E-06	0.193430216	0.195213505	0.276591125	1.00E-06	0.624141662	1.00E-06	0.792641516
TAF6	TAF6	1.00E-06	0.430338466	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.141003288	0.188201688	1.00E-06	1.00E-06	1.00E-06	0.098689084	0.111889585	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.050107806	0.058799615	1.00E-06	0.093354451	1.00E-06	0.957685324	0.359873932	0.618224317
TAF6L	TAF6L	1.213744922	0.65223617	0.751538821	0.880883047	1.201169255	1.147665166	1.513023423	0.915218158	0.536667127	0.302853156	0.336502668	0.490163854	0.936993456	0.721920315	1.976391651	2.118327378	1.322085383	1.395540066	0.401947623	1.176894847	1.1439258	1.128485419	1.219813641	0.653678405	0.896500968	0.609227348	0.541433614	1.500545808	0.066041325
TAF9	TAF9	0.919893911	0.495432222	0.573503373	0.528725155	0.409506507	0.48453131	0.577391229	0.360313721	0.445325021	0.831416327	0.604796348	0.790120953	0.561380593	0.727010815	0.561026909	0.760764628	0.713279099	1.10488257	0.481240045	0.692069596	0.624504012	0.656984683	0.444072116	0.556361148	0.864810105	0.225669439	0.675573598	0.801474165	0.399498358
TAF9L	TAF9L	8.80382401	8.175324289	3.250344685	3.448435062	3.344362083	2.993574033	3.806600191	6.237085112	9.283492479	5.296897844	5.003316076	5.558966252	8.891628004	5.98969326	3.901982823	2.801569181	4.950935767	3.36954048	3.909178804	4.443938539	5.451981963	6.384313217	4.795199144	4.775310649	4.561679489	3.443866268	3.71808116	3.809728295	0.046315281
TAGAP	TAGAP	1.00E-06	1.00E-06	0.044300061	0.022585794	0.036271235	0.008058089	0.136815609	0.945989938	0.131593681	1.00E-06	1.00E-06	0.622275159	1.00E-06	1.00E-06	0.059183561	0.066888721	0.158533296	0.017883319	0.04603929	0.035840397	0.003725518	1.00E-06	0.089913021	0.286717694	0.104331717	0.305926342	0.214792488	1.00E-06	0.628650087
TAGLN	TAGLN	2.20470223	0.471499219	1.872918986	1.503475869	1.134106076	1.231661351	2.721604944	0.814953862	0.506547599	1.02023608	1.267915876	0.574905239	1.004418304	0.648123843	1.751763447	1.568567806	1.297418042	1.956655583	1.702429531	4.057988387	1.525752161	1.160846786	1.137368559	1.797432951	1.005137866	0.310504113	1.654255911	1.378540809	0.191438378
TAGLN2	TAGLN2	1.027251301	0.612631907	0.736545598	1.015939508	0.667576426	0.815402815	0.836112849	0.422007736	0.172174558	0.19542607	0.424861058	0.206018028	0.394084693	0.126879459	0.693093383	0.763232948	1.128630179	0.625542552	2.372882705	1.375416424	1.310466534	0.55106327	0.528979709	0.433275182	0.644193137	0.175331022	0.407660661	0.609907321	0.113745335
TALDO1	TALDO1	1.614371327	2.304617272	1.292648156	0.977847321	1.67011787	1.367916671	1.640746094	2.553995739	2.772000281	3.75877575	3.083341955	2.569358872	2.838846774	3.195395984	1.011726254	1.143093219	1.150581252	1.285148129	1.312420339	1.336674256	1.281728815	2.345172982	2.333422714	2.962157731	2.82063511	2.680258187	5.166876389	2.769111428	0.704255887
TANK	TANK	1.00E-06	1.00E-06	0.093656927	0.009360704	1.00E-06	0.049107028	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.1662873	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.026920087	1.00E-06	0.005838153	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.148976014
TAP1	TAP1	1.08676434	0.832759901	1.651932801	1.26905733	1.960356777	1.568324248	1.037791839	0.606944161	1.191363258	1.395540066	1.450187869	0.992797708	0.988912294	0.84621286	0.565311746	0.342791597	1.41876736	0.918435542	1.308694156	1.099837947	1.355718879	0.621873427	1.386185766	0.455774314	1.035887732	1.993073942	1.267007142	0.731436943	0.290268551
TAP2	TAP2	1.00E-06	0.30554078	1.00E-06	1.00E-06	0.018975193	1.00E-06	0.01746479	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.105751933	0.473207936
TAPBP-R	TAPBP-R	2.139835296	0.992797708	2.59296005	2.376864053	2.294706132	2.951234684	2.407953552	1.560309242	1.307070286	0.568302493	0.99126227	0.829191062	1.324646033	0.702525337	1.901763088	1.50226098	2.24489454	3.259067795	2.332157504	2.47120397	2.460087897	0.829578055	1.273094687	1.428718304	1.307921141	0.245899269	0.649470214	1.180864087	0.991305356
TARBP2	TARBP2	0.71882955	0.406702759	0.036490678	0.718119924	0.130082608	0.663764155	0.125047229	0.542050944	0.288031387	0.375797063	0.088259724	0.210063439	0.13223892	0.38277067	0.143268447	0.296791502	0.309698113	0.076583745	0.591050886	0.181153826	0.63378085	0.244710641	0.590727114	0.63447662	0.386186343	1.00E-06	0.375797063	0.45253127	0.934845
TARDBP	TARDBP	0.192530307	1.086158928	0.384751901	0.367470184	0.555038609	0.889544774	0.439839168	0.097533249	0.826450971	0.561066096	0.982655194	1.00E-06	0.449972732	0.251358889	0.133058138	0.030520638	0.61335649	0.343587854	0.266149127	0.346586878	0.546415485	0.611882728	0.266149127	0.163396491	0.566516944	0.30489109	1.00E-06	0.172205995	0.077743374
TAZ	TAZ	0.128059015	1.00E-06	1.00E-06	0.132445302	0.002457214	1.00E-06	0.169364815	0.027293794	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.013557665	0.024871726	0.17277962	0.015805019	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.663398868	1.00E-06	0.406634989
